dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,Label
11425,2,10.0.0.1,10.0.0.8,45280,48268480,100,552000000,1.01E+11,4,1943,13535,14428310,451,0,UDP,3,4043,161293091,0,10271,10271,Benign
11425,2,10.0.0.1,10.0.0.8,45280,48268480,100,552000000,1.01E+11,4,1943,13535,14428310,451,0,UDP,1,3775,1242,0,0,0,Benign
11425,2,10.0.0.1,10.0.0.8,45280,48268480,100,552000000,1.01E+11,4,1943,13535,14428310,451,0,UDP,1,3929,16470178,0,2594,2594,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,3059,3143,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,4,3143,2845,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,4,3143,3059,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3273,1262,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,4,3120,50842041,0,4146,4146,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,50842041,3227,4146,0,4146,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,3143,3059,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3150,1262,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,4,3143,3059,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3273,1352,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3363,1262,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3253,1102,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3253,1262,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3447,50841126,0,4146,4146,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,50843083,3120,4146,0,4146,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3253,1102,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3323,926,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3048,1102,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,3,3842,3590,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,4,3213,3059,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3273,1262,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,1,4036,1312,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,4,3926,3590,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,76545697,1312,7986,0,7986,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,3185,25706535,0,3840,3840,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3253,1102,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,4,25705469,3185,3840,0,3840,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3059,3143,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,4,25701205,3185,3839,0,3839,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,2845,3143,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3253,1262,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3363,1262,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3323,1102,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,3143,3059,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3365,25699248,0,3839,3839,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,4,3227,50842041,0,4146,4146,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3323,1016,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3253,1102,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,3185,25705469,0,3840,3840,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,1,3363,1262,0,0,0,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,2,3865,1562,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,2,3059,3213,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,3,4472,287897858,0,0,0,Benign
11305,2,10.0.0.2,10.0.0.8,36224,38614784,80,390000000,80390000000,2,1306,13536,14429376,451,0,UDP,4,3404,3236,0,0,0,Benign
11305,2,10.0.0.2,10.0.0.8,36224,38614784,80,390000000,80390000000,2,1306,13536,14429376,451,0,UDP,2,3427,1422,0,0,0,Benign
11305,2,10.0.0.2,10.0.0.8,36224,38614784,80,390000000,80390000000,2,1306,13536,14429376,451,0,UDP,4,3404,3236,0,0,0,Benign
11305,2,10.0.0.2,10.0.0.8,36224,38614784,80,390000000,80390000000,2,1306,13536,14429376,451,0,UDP,3,3236,3404,0,0,0,Benign
11305,2,10.0.0.2,10.0.0.8,36224,38614784,80,390000000,80390000000,2,1306,13536,14429376,451,0,UDP,1,3534,1172,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,1,4224,143926620,0,0,0,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,3,3590,3842,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,1,4484,99661822,0,2221,2221,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,3,4472,287897858,0,0,0,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,1,3972,1472,0,0,0,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,3,3590,3842,0,0,0,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,2,3590,3842,0,0,0,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,1,3972,1312,0,0,0,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,4,395627658,4976,2151,0,2151,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,3,3590,3842,0,0,0,Benign
11725,2,10.0.0.10,10.0.0.8,103217,107552114,350,710000000,3.51E+11,2,1943,7597,7916074,253,0,UDP,1,4526,107731112,0,2151,2151,Benign
11305,2,10.0.0.2,10.0.0.8,36224,38614784,80,390000000,80390000000,2,1306,13536,14429376,451,0,UDP,1,3514,1172,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,1,4266,143970278,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,3059,3143,0,0,0,Benign
9786,2,10.0.0.3,10.0.0.7,23884,25460344,53,104000000,53104000000,2,1109,13430,14316380,447,0,UDP,3,3059,3143,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,2,3952,1472,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,2,4358,143926614,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,3,287897858,4472,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,1,3952,1562,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,4,3842,3590,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,2,3972,1472,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,3,3590,3842,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,2,4442,143926614,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,4,664243016,5480,4450,0,4450,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,4,387558368,4934,2221,0,2221,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,3,4934,387558368,0,2221,2221,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,2,4518,276685960,0,2228,2228,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,1,3747,1562,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,4,3842,3590,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,1,3992,1562,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,2,3590,3842,0,0,0,Benign
11695,2,10.0.0.10,10.0.0.8,95620,99636040,320,709000000,3.21E+11,2,1943,8012,8348504,267,0,UDP,2,4022,1472,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,3795,1402,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,1,4146,1562,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,3570,1492,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,638523547,2796,15389,0,15389,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,3,4169,199694159,0,10240,10240,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,4,3917,143928631,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,3921,62806932,0,3839,3839,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,4097,110809038,0,3839,3839,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,3885,1492,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,3,143928631,3917,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,3775,1242,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,4,3665,3413,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,3,4463,402651845,0,12818,12818,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,3,3665,3413,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,3413,3665,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,3795,1242,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,4089,202957886,0,2577,2577,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,1,4224,143926690,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,1,3952,1312,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,3,173616899,4043,7678,0,7678,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,3,3413,3665,0,0,0,Benign
11425,2,10.0.0.2,10.0.0.8,90275,96233150,200,397000000,2.00E+11,4,1943,13534,14427244,451,0,UDP,4,3665,3413,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,4,919463897,6707,7678,0,7678,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,2,3972,1472,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,2,3590,3842,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,1,4062,1562,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,2,4022,1472,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,1,3952,1562,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,4,402650803,4463,12818,0,12818,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,3688,1492,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,3,6026,775493590,0,7675,7675,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,3775,1492,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,3413,3665,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,3971,26078502,0,2562,2562,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,3795,1242,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,4,3665,3413,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,4,3665,3413,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,4,3665,3413,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,3795,1492,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,4,4514,279389270,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,4,4178,143928808,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4056,1472,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,4,4178,143928808,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,1054879450,4420,7675,0,7675,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,2,982129874,4084,1844,0,1844,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,3,143928808,4178,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,2,4056,1562,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,3,279389270,4598,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,3,5690,702744084,0,1844,1844,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,3,287897858,4556,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,4274,48376762,0,3837,3837,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,4,3926,3590,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,2,4232,33984654,0,3838,3838,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,1,4056,1312,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,1,4778,135462026,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,2,3590,3926,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,1,4056,1472,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,1,4350,143970278,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,3,143928808,4094,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,1,4308,143926690,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4350,143970278,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,2,4566,135461934,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,3,287897858,4556,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,4126,1472,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4106,1312,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,4056,1562,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,3,3926,3590,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,3590,3926,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4056,1312,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4146,1562,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,3,3590,3926,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,3,4556,287897858,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,3,3590,3926,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,4602,279386824,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,4,775493590,6026,7675,0,7675,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,3915,24375778,0,3837,3837,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,3,5396,471733862,0,3837,3837,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,3,279389270,4598,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,4566,135461934,0,0,0,Benign
11845,2,10.0.0.10,10.0.0.8,129991,135450622,470,773000000,4.71E+11,2,1943,6701,6982442,223,0,UDP,3,3590,3842,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4036,1562,0,0,0,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,2,3579,1172,0,0,0,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,3,171824953,3572,6452,0,6452,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,2,3649,1242,0,0,0,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,3,3889,164814263,0,10298,10298,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,3,3959,164816371,0,10298,10298,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,2,3413,3539,0,0,0,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,3,49662055,3665,3839,0,3839,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,4,164814263,3959,10298,0,10298,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,3,171824953,3749,6451,0,6451,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,3,3665,49662055,0,3839,3839,Benign
9936,2,10.0.0.1,10.0.0.7,46405,49467730,102,897000000,1.03E+11,4,1931,13526,14418716,450,0,UDP,3,3343,3539,0,0,0,Benign
